,SPECIES_ID,ALPHA_CODE,SPECIES_NAME,SCI_NAME,RECOMENDSIZE,ALLOWABLESIZE,ENDANGERED,RAPTOR,GAMEBIRD,BBL_GRP,COUNT(1)
270,320,RAZO,Razorbill,Alca torda,5R   6M,5R   6M   5   6,,,,_14,17545
271,270,BLGU,Black Guillemot,Cepphus grylle,4   4A,4   4A   5,,,,_14,12783
272,290,PIGU,Pigeon Guillemot,Cepphus columba,4   4A,4   4A   5,,,,_14,8205
273,230,MAMU,Marbled Murrelet,Brachyramphus marmoratus,3   3B,3   3B,Y,,,_14,3341
274,232,AMMU,Alaska Marbled Murrelet,Brachyramphus marmoratus,3   3B,3   3B,,,,_14,195
275,240,KIMU,Kittlitz's Murrelet,Brachyramphus brevirostris,3,3   3B,,,,_14,1070
276,251,SCMU,Scripps's Murrelet,Synthliboramphus scrippsi,2   2A,2   2A,,,,_14,2023
277,252,GUMU,Guadalupe Murrelet,Synthliboramphus hypoleucus,2   2A,2   2A,,,,_14,153
278,250,XAMU,Xantus's Murrelet,Synthliboramphus scrippsi/ S. hypoleucus,2   2A,2   2A,,,,_14,148
279,260,CRMU,Craveri's Murrelet,Synthliboramphus craveri,2,2,,,,_14,11
280,210,ANMU,Ancient Murrelet,Synthliboramphus antiquus,3   3B,3   3B   3A,,,,_14,26487
281,160,CAAU,Cassin's Auklet,Ptychoramphus aleuticus,3   3B   3A,3   3B   3A,,,,_14,49440
282,170,PAAU,Parakeet Auklet,Aethia psittacula,4,4   4A,,,,_14,252
283,200,LEAU,Least Auklet,Aethia pusilla,2   3   2A,2   3   2A   3B,,,,_14,8576
284,190,WHAU,Whiskered Auklet,Aethia pygmaea,3,3,,,,_14,1787
285,180,CRAU,Crested Auklet,Aethia cristatella,4,4,,,,_14,3745
286,150,RHAU,Rhinoceros Auklet,Cerorhinca monocerata,5   6   5A,5   6   5A,,,,_14,15699
287,130,ATPU,Atlantic Puffin,Fratercula arctica,5,5,,,,_14,39261
288,140,HOPU,Horned Puffin,Fratercula corniculata,5   5A,5   5A   6,,,,_14,370
289,120,TUPU,Tufted Puffin,Fratercula cirrhata,6   5   5A,6   5   5A,,,,_14,3087
290,400,BLKI,Black-legged Kittiwake,Rissa tridactyla,4A   5   4,4A   5   4,,,,_15,33663
291,410,RLKI,Red-legged Kittiwake,Rissa brevirostris,4A   4   3A,4A   4   3A,,,,_15,2358
292,390,IVGU,Ivory Gull,Pagophila eburnea,4,4,Newfoundland and Labrador   Northwest Territories   Nunavut,,,_15,1568
293,620,SAGU,Sabine's Gull,Xema sabini,3   3B,3   3B,,,,_15,1137
294,600,BOGU,Bonaparte's Gull,Chroicocephalus philadelphia,3   3B,3   3B   3A,,,,_15,271
296,601,LIGU,Little Gull,Hydrocoloeus minutus,3,3,,,,_15,8
297,610,ROGU,Ross's Gull,Rhodostethia rosea,3,3,Manitoba   Nunavut,,,_15,17
298,391,MAGU,Dolphin Gull,Leucophaeus scoresbii,5,5,,,,_15,158
299,580,LAGU,Laughing Gull,Leucophaeus atricilla,5   4A   4,5   4A   4,,,,_15,195884
300,590,FRGU,Franklin's Gull,Leucophaeus pipixcan,4,4   4A,,,,_15,23487
301,570,HEEG,Heermann's Gull,Larus heermanni,4A,4A   4,,,,_15,31573
302,550,UMGU,Unidentified Mew Gull,Larus canus/ L. brachyrhynchus,4A   4   5,4A   4   5   5A,,,,_15,1547
303,540,RBGU,Ring-billed Gull,Larus delawarensis,5   4A   5A,5   4A   5A   4,,,,_15,668399
304,490,WEGU,Western Gull,Larus occidentalis,6   7A,6   7A,,,,_15,87932
305,530,CAGU,California Gull,Larus californicus,5   5A,5   5A   6,,,,_15,133348
306,510,HERG,Herring Gull,Larus argentatus,6   7A,6   7A,,,,_15,668993
307,430,ICGU,Iceland Gull,Larus glaucoides,6,6,,,,_15,318
308,431,THGU,Thayer's Gull,Larus glaucoides thayeri,6,6,,,,_15,181
309,500,LBBG,Lesser Black-backed Gull,Larus fuscus,6,6,,,,_15,43
310,440,GWGU,Glaucous-winged Gull,Larus glaucescens,7A   7   7B,7A   7   7B   6,,,,_15,157611
311,420,GLGU,Glaucous Gull,Larus hyperboreus,7A,7A   7B,,,,_15,1673
312,470,GBBG,Great Black-backed Gull,Larus marinus,7B   7   7A,7B   7   7A,,,,_15,41837
313,8546,SBBG,Kelp Gull,Larus dominicanus,7A   7   7B,7A   7   7B,,,,_15,2171
314,446,HYGU,Hybrid Gull,,6   7A   7,6   7A   7   7B,,,,_15,943
315,534,UNGU,Unidentified Gull,,5   5A,5   5A   6   7A,,,,_15,10162
316,790,BRNO,Brown Noddy,Anous stolidus,3,3   3B,,,,_18,63083
317,791,BLNO,Black Noddy,Anous minutus,2   3   2A,2   3   2A   3B,,,,_18,37458
318,792,BGNO,Blue-gray Noddy,Anous ceruleus,2   1D   2A,2   1D   2A,,,,_18,3615
319,793,WHTE,White Tern,Gygis alba,2   2A,2   2A,,,,_18,20176
320,750,SOTE,Sooty Tern,Onychoprion fuscatus,3,3   2   2A   3B,,,,_17,1775609
321,761,GRAT,Gray-backed Tern,Onychoprion lunatus,2   2A,2   2A   3,,,,_18,14183
322,760,BRTE,Bridled Tern,Onychoprion anaethetus,2A   3   2,2A   3   2,,,,_18,417
323,730,ALTE,Aleutian Tern,Onychoprion aleuticus,2   2A   1D,2   2A   1D,,,,_18,497
324,740,LETE,Least Tern,Sternula antillarum,1A   1B,1A   1B,,,,_18,49045
325,742,ILTE,Interior Least Tern,Sternula antillarum athalassos,1A   1B,1A   1B   1P,Y,,,_18,15813
326,743,CLTE,California Least Tern,Sternula antillarum browni,1A   1B,1A   1B   1P,Y,,,_18,76057
327,630,GBTE,Gull-billed Tern,Gelochelidon nilotica,3B   3A,3B   3A   3,,,,_18,4930
328,640,CATE,Caspian Tern,Hydroprogne caspia,5   4A,5   4A   5A,,,,_18,90837
329,770,BLTE,Black Tern,Chlidonias niger,1D   1A   2,1D   1A   2,,,,_18,9106
330,780,WWTE,White-winged Tern,Chlidonias leucopterus,2,2,,,,_18,2
331,720,ROST,Roseate Tern,Sterna dougallii,2   2A,2   2A   3,Y,,,_18,125196
332,731,BNTE,Black-naped Tern,Sterna sumatrana,2,2,,,,_18,114
333,700,COTE,Common Tern,Sterna hirundo,2A   2,2A   2   3,,,,_16,1232166
334,725,HCRT,Common Tern X Roseate Tern Hybrid,Sterna dougallii x hirundo,2,2,,,,_18,4
335,710,ARTE,Arctic Tern,Sterna paradisaea,2   2A,2   2A   3,,,,_18,36175
336,8548,ANTE,Antarctic Tern,Sterna vittata,3   3B,3   3B,,,,_18,185
337,690,FOTE,Forster's Tern,Sterna forsteri,3,3   2A,,,,_18,19406
338,650,ROYT,Royal Tern,Thalasseus maximus,4   4A,4   4A   5,,,,_18,741225
339,652,CRTE,Crested Tern,Thalasseus bergii,3   3B,3   3B,,,,_18,42
340,670,SATE,Sandwich Tern,Thalasseus sandvicensis,3B,3B   3   3A,,,,_18,111015
341,671,CAYT,Cayenne Tern,Thalasseus acuflavidus eurygnathus,3B,3B,,,,_18,5165
342,660,ELTE,Elegant Tern,Thalasseus elegans,3,3   3B,,,,_18,24268
343,706,HYTE,Hybrid Tern,,2   2A,2   2A,,,,_18,28
344,800,BLSK,Black Skimmer,Rynchops niger,4   4A   3A   4V,4   4A   3A   4V   3B,,,,_18,52221
345,1120,WTTR,White-tailed Tropicbird,Phaethon lepturus,4   4A   3A,4   4A   3A   3B,,,,_19,1327
346,1130,RBTR,Red-billed Tropicbird,Phaethon aethereus,4A,4A   5,,,,_19,1933
347,1131,RTTR,Red-tailed Tropicbird,Phaethon rubricauda,5   4A   5A,5   4A   5A   6,,,,_19,68677
348,110,RTLO,Red-throated Loon,Gavia stellata,7B,7B,,,,_19,690
349,90,ARLO,Arctic Loon,Gavia arctica,7B,7B,,,,_19,1
350,100,PALO,Pacific Loon,Gavia pacifica,7B,7B,,,,_19,372
351,70,COLO,Common Loon,Gavia immer,8   8A   9,8   8A   9,,,,_19,11383
352,80,YBLO,Yellow-billed Loon,Gavia adamsii,9   8A,9   8A,,,,_19,115
353,8502,EMPE,Emperor Penguin,Aptenodytes forsteri,9,9,,,,_19,26
354,8504,ADPE,Adelie Penguin,Pygoscelis adeliae,9,9,,,,_19,59367
355,8503,GEPE,Gentoo Penguin,Pygoscelis papua,9,9,,,,_19,2
356,8505,CHPE,Chinstrap Penguin,Pygoscelis antarcticus,9,9,,,,_19,321
357,8510,MACP,Macaroni Penguin,Eudyptes chrysolophus,9,9,,,,_19,3
358,8509,ROYP,Royal Penguin,Eudyptes schlegeli,9,9,,,,_19,1
359,8508,ROCP,Rockhopper Penguin,Eudyptes chrysocome,9,9,,,,_19,75
360,830,YNAL,Yellow-nosed Albatross,Thalassarche chlororhynchos,8,8,,,,_19,1
361,822,BBAL,Black-browed Albatross,Thalassarche melanophris,8,8,,,,_19,34864
362,8522,GHAL,Gray-headed Albatross,Thalassarche chrysostoma,8,8,,,,_19,15521
363,8524,LMSA,Light-mantled Albatross,Phoebetria palpebrata,8,8,,,,_19,36
364,811,WAAL,Wandering Albatross,Diomedea exulans,8,8,,,,_19,7915
365,821,LAAL,Laysan Albatross,Phoebastria immutabilis,7B,7B   7   7V,,,,_19,656061
366,810,BFAL,Black-footed Albatross,Phoebastria nigripes,7B,7B   7   7V,,,,_19,356191
367,824,WAVA,Waved Albatross,Phoebastria irrorata,8,8,,,,_19,2445
368,820,STAL,Short-tailed Albatross,Phoebastria albatrus,8,8,Y,,,_19,72
369,816,HYAL,Hybrid Albatross,,7B   8   7D,7B   8   7D,,,,_19,96
370,1090,WISP,Wilson's Storm-Petrel,Oceanites oceanicus,1B   1A,1B   1A,,,,_19,731
371,8538,GBSP,Gray-backed Storm-Petrel,Garrodia nereis,1B   1A,1B   1A,,,,_19,8
372,1101,WHSP,White-throated Storm-Petrel,Nesofregetta fuliginosa,3   2A   2,3   2A   2,,,,_19,847
373,1050,FTSP,Fork-tailed Storm-Petrel,Hydrobates furcatus,1B   1A,1B   1A,,,,_19,12296
374,1060,LHSP,Leach's Storm-Petrel,Hydrobates leucorhous,1B   1A,1B   1A   1,,,,_19,148638
375,1080,ASSP,Ashy Storm-Petrel,Hydrobates homochroa,1B,1B   1A,,,,_19,23695
376,1062,BANP,Band-rumped Storm-Petrel,Hydrobates castro,1B   1A   1,1B   1A   1,,,,_19,72
377,1063,WRSP,Wedge-rumped Storm-Petrel,Hydrobates tethys,1B,1B,,,,_19,6
378,1070,BLSP,Black Storm-Petrel,Hydrobates melania,1A   1B,1A   1B,,,,_19,643
379,1071,TRSP,Tristram's Storm-Petrel,Hydrobates tristrami,2   2A,2   2A,,,,_19,2009
380,1030,LTSP,Least Storm-Petrel,Hydrobates microsoma,1B,1B,,,,_19,30
381,8525,SGPE,Southern Giant-Petrel,Macronectes giganteus,8   7D,8   7D   7B,,,,_19,23275
382,8553,NGPE,Northern Giant-Petrel,Macronectes halli,8,8,,,,_19,455
383,860,NOFU,Northern Fulmar,Fulmarus glacialis,6   5A,6   5A   5,,,,_19,1828
384,8526,SOFU,Southern Fulmar,Fulmarus glacialoides,5,5,,,,_19,99
385,1020,CAPE,Cape Petrel,Daption capense,4   4A,4   4A,,,,_19,462
386,8537,SNPE,Snow Petrel,Pagodroma nivea,4,4,,,,_19,39
387,8536,KEPE,Kerguelen Petrel,Aphrodroma brevirostris,4,4,,,,_19,2
388,986,TRPE,Trindade Petrel,Pterodroma arminjoniana,4,4   3A,,,,_19,1
390,980,BCPE,Black-capped Petrel,Pterodroma hasitata,3A,3A   3B,,,,_19,43
391,987,JFPE,Juan Fernandez Petrel,Pterodroma externa,3,3,,,,_19,1
392,985,HAPE,Hawaiian Petrel,Pterodroma sandwichensis,4   3A,4   3A   3B   4A,Y,,,_19,1454
393,991,BOPE,Bonin Petrel,Pterodroma hypoleuca,3   3B   2A,3   3B   2A   3A,,,,_19,32018
394,992,BWPE,Black-winged Petrel,Pterodroma nigripennis,2,2,,,,_19,13
395,983,COPE,Cook's Petrel,Pterodroma cookii,3,3,,,,_19,2
396,988,PHPE,Phoenix Petrel,Pterodroma alba,4   3A   3B,4   3A   3B   3   4A,,,,_19,9866
397,1004,TAPE,Tahiti Petrel,Pseudobulweria rostrata,4,4   4A,,,,_19,5
398,1010,BUPE,Bulwer's Petrel,Bulweria bulwerii,2   2A   3,2   2A   3,,,,_19,3820
399,8533,WCPE,White-chinned Petrel,Procellaria aequinoctialis,7A   6   5A   5,7A   6   5A   5,,,,_19,69
400,881,STRS,Streaked Shearwater,Calonectris leucomelas,3B,3B,,,,_19,1
401,880,COSH,Cory's Shearwater,Calonectris diomedea,4,4,,,,_19,2
402,961,WTSH,Wedge-tailed Shearwater,Ardenna pacifica,5   4A   4,5   4A   4,,,,_19,147341
403,962,BULS,Buller's Shearwater,Ardenna bulleri,4,4,,,,_19,1
404,960,SHOS,Short-tailed Shearwater,Ardenna tenuirostris,5   4A,5   4A,,,,_19,27
405,950,SOSH,Sooty Shearwater,Ardenna grisea,5   5A   4A,5   5A   4A   6,,,,_19,903
406,890,GRSH,Great Shearwater,Ardenna gravis,6   5   5R,6   5   5R,,,,_19,1905
407,910,PFSH,Pink-footed Shearwater,Ardenna creatopus,5   4A,5   4A,British Columbia,,,_19,12
408,963,CHSH,Christmas Shearwater,Puffinus nativitatis,4   4A,4   4A,,,,_19,15116
409,900,MASH,Manx Shearwater,Puffinus puffinus,4A   4,4A   4,,,,_19,450
410,932,NESH,Newell's Shearwater,Puffinus newelli,4   4A,4   4A,Y,,,_19,29947
411,930,BVSH,Black-vented Shearwater,Puffinus opisthomelas,4,4,,,,_19,487
412,920,AUSH,Audubon's Shearwater,Puffinus lherminieri,3B   3A,3B   3A,,,,_19,1799
413,922,TRSH,Tropical Shearwater,Puffinus bailloni,3   3B   3A,3   3B   3A   4,,,,_19,6143
414,1880,WOST,Wood Stork,Mycteria americana,8,8,Y,,,_20,5935
415,1282,LEFR,Lesser Frigatebird,Fregata ariel,7A   7,7A   7   7B,,,,_20,15941
416,1281,GRFR,Great Frigatebird,Fregata minor,7B   7   7A,7B   7   7A   7D,,,,_20,21528
417,1280,MAFR,Magnificent Frigatebird,Fregata magnificens,7B   7   7A,7B   7   7A,,,,_20,1626
418,1140,MABO,Masked Booby,Sula dactylatra,7B   8,7B   8   7,,,,_20,61623
419,1160,RFBO,Red-footed Booby,Sula sula,7A   7   7B,7A   7   7B,,,,_20,59570
420,1141,BFBO,Blue-footed Booby,Sula nebouxii,7B   7   7A,7B   7   7A,,,,_20,2504
421,1170,NOGA,Northern Gannet,Morus bassanus,8,8   8A,,,,_20,15778
422,1150,BRBO,Brown Booby,Sula leucogaster,7B   7,7B   7,,,,_20,23074
423,1180,ANHI,Anhinga,Anhinga anhinga,7B   8,7B   8   7,,,,_20,623
424,1220,BRAC,Brandt's Cormorant,Urile penicillatus,8,8   7D   8A,,,,_20,25836
425,1240,RFCO,Red-faced Cormorant,Urile urile,8   7B   7D,8   7B   7D,,,,_20,667
426,1230,PECO,Pelagic Cormorant,Urile pelagicus,7B   7   7D,7B   7   7D   7A   8,,,,_20,5097
427,1190,GRCO,Great Cormorant,Phalacrocorax carbo,8,8   7D,,,,_20,742
428,1200,DCCO,Double-crested Cormorant,Nannopterum auritum,8   7B   7D,8   7B   7D,,,,_20,254016
429,1210,NECO,Neotropic Cormorant,Nannopterum brasilianum,7B   7   7A,7B   7   7A   7D,,,,_20,2285
431,8541,BECO,Blue-eyed Cormorant,Leucocarbo atriceps,8   7D,8   7D   7B,,,,_20,680
432,1250,AWPE,American White Pelican,Pelecanus erythrorhynchos,9   9C   8A,9   9C   8A   9A,,,,_20,178660
433,1260,BRPE,Brown Pelican,Pelecanus occidentalis,8A   9   8,8A   9   8,,,,_20,257451
434,1900,AMBI,American Bittern,Botaurus lentiginosus,M: 7A / F: 6,M: 7A   6 / F: 6   7A,,,,_20,821
435,1911,YEBI,Yellow Bittern,Ixobrychus sinensis,4,4   3A   4A,,,,_20,54
436,1910,LEBI,Least Bittern,Ixobrychus exilis,4,4   3A   4A,Manitoba   New Brunswick   Nova Scotia   Ontario   Quebec,,,_20,2460
437,1940,GBHE,Great Blue Heron,Ardea herodias,7B   8,7B   8   7,,,,_20,17152
438,1920,GWHE,Great White Heron,Ardea herodias occidentalis,8,8,,,,_20,553
439,1960,GREG,Great Egret,Ardea alba,7B   7A   7,7B   7A   7,,,,_20,25148
440,1969,PRHE,Pacific Reef Heron,Egretta sacra,7A,7A   6,,,,_20,16
441,1970,SNEG,Snowy Egret,Egretta thula,6,6   5A,,,,_20,53623
442,2000,LBHE,Little Blue Heron,Egretta caerulea,6,6   5A   7A,,,,_20,27422
443,1990,TRHE,Tricolored Heron,Egretta tricolor,6,6   5A,,,,_20,21747
444,1980,REEG,Reddish Egret,Egretta rufescens,7A,7A   6,,,,_20,3263
445,2001,CAEG,Cattle Egret,Bubulcus ibis,6,6   5A   7A,,,,_20,65478
446,2010,GRHE,Green Heron,Butorides virescens,5   5A   6,5   5A   6   4   4A,,,,_20,7704
447,2020,BCNH,Black-crowned Night-Heron,Nycticorax nycticorax,7A   7,7A   7   6   7B,,,,_20,50533
448,2030,YCNH,Yellow-crowned Night-Heron,Nyctanassa violacea,7A   7,7A   7   6   7B,,,,_20,1370
449,1840,WHIB,White Ibis,Eudocimus albus,6   7A,6   7A,,,,_20,17275
450,1850,SCIB,Scarlet Ibis,Eudocimus ruber,6,6,,,,_20,1663
451,1860,GLIB,Glossy Ibis,Plegadis falcinellus,6,6,,,,_20,22233
452,1870,WFIB,White-faced Ibis,Plegadis chihi,6,6,,,,_20,21115
453,1830,ROSP,Roseate Spoonbill,Platalea ajaja,7B,7B,,,,_20,4200
455,3260,BLVU,Black Vulture,Coragyps atratus,8V,8V,,,,_22,6968
456,3250,TUVU,Turkey Vulture,Cathartes aura,8V,8V,,,,_22,7883
457,3640,OSPR,Osprey,Pandion haliaetus,8   7D,8   7D,,Y,,_22,66483
458,3280,WTKI,White-tailed Kite,Elanus leucurus,6   5,6   5,,Y,,_21,1009
459,3271,HBKI,Hook-billed Kite,Chondrohierax uncinatus,6   7A,6   7A,,Y,,_21,4
460,3270,STKI,Swallow-tailed Kite,Elanoides forficatus,6,6   5,,Y,,_21,566
461,3490,GOEA,Golden Eagle,Aquila chrysaetos,9   9A   9C,9   9A   9C,,,,_21,16059
462,3310,NOHA,Northern Harrier,Circus hudsonius,M: 4   4A / F: 5   5A   6,M: 4   4A   5 / F: 5   5A   6   4,,Y,,_21,29501
463,3320,SSHA,Sharp-shinned Hawk,Accipiter striatus,M: 2   3 / F: 3B   3A   3,M: 2   3   3A   3B / F: 3B   3A   3   2   4,,Y,,_21,564237
464,3321,PSSH,Puerto Rican Sharp-shinned Hawk,Accipiter striatus venator,M: 2   3 / F: 3   3B,M: 2   3 / F: 3   3B   3A,Y,,,_21,73
465,3330,COHA,Cooper's Hawk,Accipiter cooperii,M: 4   4A   5 / F: 5   6   4A   5A,M: 4   4A   5 / F: 5   6   4A   5A,,Y,,_21,179166
466,3340,NOGO,Northern Goshawk,Accipiter gentilis,M: 6   7A / F: 7A   7B,M: 6   7A / F: 7A   7B,British Columbia,Y,,_21,31594
467,3520,BAEA,Bald Eagle,Haliaeetus leucocephalus,9   8A   9A,9   8A   9A   8,,,,_21,50593
468,3290,MIKI,Mississippi Kite,Ictinia mississippiensis,5,5   4A,,Y,,_21,2404
469,3300,SNKI,Snail Kite,Rostrhamus sociabilis,6,6   5,Y,,,_21,7556
470,3450,CBHA,Common Black Hawk,Buteogallus anthracinus,7A   6,7A   6   7B,,Y,,_21,81
471,3431,ROHA,Roadside Hawk,Rupornis magnirostris,5,5,,Y,,_21,21
472,3350,HRSH,Harris's Hawk,Parabuteo unicinctus,7A   7B   6,7A   7B   6,,Y,,_21,6206
473,3410,WTHA,White-tailed Hawk,Geranoaetus albicaudatus,7A   7B,7A   7B,,Y,,_21,1245
474,3460,GRHA,Gray Hawk,Buteo plagiatus,6   7A,6   7A,,Y,,_21,538
475,3390,RSHA,Red-shouldered Hawk,Buteo lineatus,6   5   7A,6   5   7A   5A,,Y,,_21,27906
476,3430,BWHA,Broad-winged Hawk,Buteo platypterus,5   6,5   6,,Y,,_21,9952
477,3432,PBWH,Puerto Rican Broad-winged Hawk,Buteo platypterus brunnescens,6,6,Y,,,_21,10
478,3441,HWHA,Hawaiian Hawk,Buteo solitarius,6   7A,6   7A,Y,,,_21,227
479,3440,STHA,Short-tailed Hawk,Buteo brachyurus,6,6   5,,Y,,_21,147
480,3420,SWHA,Swainson's Hawk,Buteo swainsoni,M: 7A   6 / F: 7A   7B,M: 7A   6 / F: 7A   7B,,Y,,_21,30778
481,3400,ZTHA,Zone-tailed Hawk,Buteo albonotatus,7A   6,7A   6,,Y,,_21,262
482,3370,RTHA,Red-tailed Hawk,Buteo jamaicensis,7B   7D   7A,7B   7D   7A   7   8,,Y,,_21,267248
483,3380,HRLH,Harlan's Hawk,Buteo jamaicensis harlani,7B   7A   7D,7B   7A   7D   7,,Y,,_21,742
484,3470,RLHA,Rough-legged Hawk,Buteo lagopus,M: 7A   7B   6 / F: 7B   7A   7D,M: 7A   7B   6   7 / F: 7B   7A   7D   7,,Y,,_21,7958
485,3480,FEHA,Ferruginous Hawk,Buteo regalis,7D   8   7B   7A,7D   8   7B   7A   7,Alberta   Manitoba   Saskatchewan,Y,,_21,29941
486,3650,BNOW,Barn Owl,Tyto alba,6   7A,6   7A   7B,British Columbia   Ontario   Quebec,,,_22,103011
487,3740,FLOW,Flammulated Owl,Psiloscops flammeolus,3   3B   2,3   3B   2   3A,,,,_22,5153
488,3734,PRSO,Puerto Rican Owl,Gymnasio nudipes,4   4A,4   4A   5,,,,_22,23
489,3731,WHSO,Whiskered Screech-Owl,Megascops trichopsis,4   3A,4   3A   3B,,,,_22,256
490,3732,WESO,Western Screech-Owl,Megascops kennicottii,5   4A   4,5   4A   4,British Columbia,,,_22,7704
491,3730,EASO,Eastern Screech-Owl,Megascops asio,5   4A   4,5   4A   4   6,,,,_22,33921
492,3750,GHOW,Great Horned Owl,Bubo virginianus,8   8A   9   7D,8   8A   9   7D,,,,_22,57813
493,3760,SNOW,Snowy Owl,Bubo scandiacus,8A   8   9,8A   8   9,,,,_22,9000
494,3770,NHOW,Northern Hawk Owl,Surnia ulula,7A   7B,7A   7B,,,,_22,3644
495,3790,NOPO,Northern Pygmy-Owl,Glaucidium gnoma,3   3B   3A   4,3   3B   3A   4,,,,_22,1124
496,3800,FEPO,Ferruginous Pygmy-Owl,Glaucidium brasilianum,3B   3A   3,3B   3A   3,Y,,,_22,1479
497,3810,ELOW,Elf Owl,Micrathene whitneyi,2   2A,2   2A   3,,,,_22,692
498,3780,BUOW,Burrowing Owl,Athene cunicularia,4,4   3A   4A   4V,Alberta   British Columbia   Manitoba   Saskatchewan,,,_22,56964
499,3690,SPOW,Spotted Owl,Strix occidentalis,7B,7B,Y,,,_22,6
500,3692,NSOW,Northern Spotted Owl,Strix occidentalis caurina,7B   7A,7B   7A   7D,Y,,,_22,24599
501,3691,CSOW,California Spotted Owl,Strix occidentalis occidentalis,7B   7A,7B   7A   7D,,,,_22,4961
502,3693,MSOW,Mexican Spotted Owl,Strix occidentalis lucida,7B   7A,7B   7A,Y,,,_22,1371
503,3686,SBOH,Spotted X Barred Owl Hybrid,Strix occidentalis x varia,7B,7B,,,,_22,66
504,3680,BDOW,Barred Owl,Strix varia,7B   7D,7B   7D   7A   8,,,,_22,16252
505,3700,GGOW,Great Gray Owl,Strix nebulosa,8,8   7D,,,,_22,6617
506,3660,LEOW,Long-eared Owl,Asio otus,6   5,6   5   5A,,,,_22,21163
507,3670,SEOW,Short-eared Owl,Asio flammeus,6,6   5   5A   7A,,,,_22,3693
508,3710,BOOW,Boreal Owl,Aegolius funereus,5   6,5   6   5A,,,,_22,8739
